Accession ID,Cluster,Sequence Length,NCBI ID,Protein Name,Taxonomy ID,Scientific Name,Kingdom
XP_035313390,Rpp25,218,ref|XP_035313390.1|,ribonuclease P protein subunit p25-like protein isoform X2 [Cricetulus griseus],10029,Cricetulus griseus,Eukaryota
XP_035295810,Rpp25,218,ref|XP_035295810.1|,ribonuclease P protein subunit p25-like protein isoform X2 [Cricetulus griseus],10029,Cricetulus griseus,Eukaryota
KAH0503751,Rpp25,213,gb|KAH0503751.1|,Ribonuclease P protein subunit p25-like protein [Microtus ochrogaster],79684,Microtus ochrogaster,Eukaryota
XP_023375094,Rpp25,182,ref|XP_023375094.1|,ribonuclease P protein subunit p25-like protein isoform X1 [Otolemur garnettii],30611,Otolemur garnettii,Eukaryota
XP_028001976,Rpp25,203,ref|XP_028001976.1|,ribonuclease P protein subunit p25-like protein isoform X1 [Eptesicus fuscus],29078,Eptesicus fuscus,Eukaryota
XP_015985999,Rpp25,177,ref|XP_015985999.1|,ribonuclease P protein subunit p25-like protein isoform X2 [Rousettus aegyptiacus],9407,Rousettus aegyptiacus,Eukaryota
XP_004473723,Rpp25,163,ref|XP_004473723.1|,ribonuclease P protein subunit p25-like protein [Dasypus novemcinctus],9361,Dasypus novemcinctus,Eukaryota
XP_004658414,Rpp25,163,ref|XP_004658414.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Jaculus jaculus],51337,Jaculus jaculus,Eukaryota
KAF7479922,Rpp25,191,gb|KAF7479922.1|,ribonuclease P protein subunit p25 protein-like [Marmota monax],9995,Marmota monax,Eukaryota
BAB28723,Rpp25,163,dbj|BAB28723.1|,unnamed protein product [Mus musculus],10090,Mus musculus,Eukaryota
EHH57298,Rpp25,163,gb|EHH57298.1|,hypothetical protein EGM_06895 [Macaca fascicularis],9541,Macaca fascicularis,Eukaryota
NP_001039576,Rpp25,163,ref|NP_001039576.1|,ribonuclease P protein subunit p25-like protein [Bos taurus],9913,Bos taurus,Eukaryota
NP_001100118,Rpp25,163,ref|NP_001100118.1|,ribonuclease P protein subunit p25-like protein [Rattus norvegicus],10116,Rattus norvegicus,Eukaryota
NP_001248676,Rpp25,163,ref|NP_001248676.1|,ribonuclease P protein subunit p25-like protein [Macaca mulatta],9544,Macaca mulatta,Eukaryota
NP_081554,Rpp25,163,ref|NP_081554.2|,ribonuclease P protein subunit p25-like protein [Mus musculus],10090,Mus musculus,Eukaryota
XP_002929757,Rpp25,163,ref|XP_002929757.1|,ribonuclease P protein subunit p25-like protein [Ailuropoda melanoleuca],9646,Ailuropoda melanoleuca,Eukaryota
XP_003130706,Rpp25,163,ref|XP_003130706.1|,ribonuclease P protein subunit p25-like protein [Sus scrofa],9823,Sus scrofa,Eukaryota
XP_003263439,Rpp25,163,ref|XP_003263439.1|,ribonuclease P protein subunit p25-like protein [Nomascus leucogenys],61853,Nomascus leucogenys,Eukaryota
XP_003800314,Rpp25,163,ref|XP_003800314.1|,ribonuclease P protein subunit p25-like protein isoform X2 [Otolemur garnettii],30611,Otolemur garnettii,Eukaryota
XP_003943883,Rpp25,163,ref|XP_003943883.1|,ribonuclease P protein subunit p25-like protein [Saimiri boliviensis boliviensis],39432,Saimiri boliviensis boliviensis,Eukaryota
XP_004048007,Rpp25,163,ref|XP_004048007.1|,ribonuclease P protein subunit p25-like protein [Gorilla gorilla gorilla],9595,Gorilla gorilla gorilla,Eukaryota
XP_004275157,Rpp25,163,ref|XP_004275157.1|,ribonuclease P protein subunit p25-like protein [Orcinus orca],9733,Orcinus orca,Eukaryota
XP_004631876,Rpp25,163,ref|XP_004631876.1|,ribonuclease P protein subunit p25-like protein [Octodon degus],10160,Octodon degus,Eukaryota
XP_004747496,Rpp25,163,ref|XP_004747496.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Mustela putorius furo],9669,Mustela putorius furo,Eukaryota
XP_004838488,Rpp25,163,ref|XP_004838488.1|,ribonuclease P protein subunit p25-like protein [Heterocephalus glaber],10181,Heterocephalus glaber,Eukaryota
XP_005004125,Rpp25,163,ref|XP_005004125.1|,ribonuclease P protein subunit p25-like protein [Cavia porcellus],10141,Cavia porcellus,Eukaryota
XP_005362086,Rpp25,163,ref|XP_005362086.1|,ribonuclease P protein subunit p25-like protein [Microtus ochrogaster],79684,Microtus ochrogaster,Eukaryota
XP_005605124,Rpp25,163,ref|XP_005605124.1|,ribonuclease P protein subunit p25-like protein [Equus caballus],9796,Equus caballus,Eukaryota
XP_005626790,Rpp25,163,ref|XP_005626790.1|,ribonuclease P protein subunit p25-like protein [Canis lupus familiaris],9615,Canis lupus familiaris,Eukaryota
XP_005684136,Rpp25,163,ref|XP_005684136.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Capra hircus],9925,Capra hircus,Eukaryota
XP_005859574,Rpp25,163,ref|XP_005859574.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Myotis brandtii],109478,Myotis brandtii,Eukaryota
XP_006060509,Rpp25,163,ref|XP_006060509.1|,ribonuclease P protein subunit p25-like protein [Bubalus bubalis],89462,Bubalus bubalis,Eukaryota
XP_006752233,Rpp25,163,ref|XP_006752233.1|,ribonuclease P protein subunit p25-like protein [Leptonychotes weddellii],9713,Leptonychotes weddellii,Eukaryota
XP_006916100,Rpp25,163,ref|XP_006916100.1|,ribonuclease P protein subunit p25-like protein [Pteropus alecto],9402,Pteropus alecto,Eukaryota
XP_006986025,Rpp25,163,ref|XP_006986025.1|,ribonuclease P protein subunit p25-like protein [Peromyscus maniculatus bairdii],230844,Peromyscus maniculatus bairdii,Eukaryota
XP_007100784,Rpp25,163,ref|XP_007100784.1|,ribonuclease P protein subunit p25-like protein [Physeter catodon],9755,Physeter catodon,Eukaryota
XP_007176956,Rpp25,163,ref|XP_007176956.1|,ribonuclease P protein subunit p25-like protein [Balaenoptera acutorostrata scammoni],310752,Balaenoptera acutorostrata scammoni,Eukaryota
XP_007470824,Rpp25,163,ref|XP_007470824.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Lipotes vexillifer],118797,Lipotes vexillifer,Eukaryota
XP_007522907,Rpp25,163,ref|XP_007522907.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Erinaceus europaeus],9365,Erinaceus europaeus,Eukaryota
XP_008069012,Rpp25,163,ref|XP_008069012.1|,ribonuclease P protein subunit p25-like protein [Carlito syrichta],1868482,Carlito syrichta,Eukaryota
XP_008140182,Rpp25,163,ref|XP_008140182.1|,ribonuclease P protein subunit p25-like protein isoform X2 [Eptesicus fuscus],29078,Eptesicus fuscus,Eukaryota
XP_008588531,Rpp25,163,ref|XP_008588531.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Galeopterus variegatus],482537,Galeopterus variegatus,Eukaryota
XP_008840660,Rpp25,163,ref|XP_008840660.1|,ribonuclease P protein subunit p25-like protein [Nannospalax galili],1026970,Nannospalax galili,Eukaryota
XP_010586161,Rpp25,163,ref|XP_010586161.1|,ribonuclease P protein subunit p25-like protein [Loxodonta africana],9785,Loxodonta africana,Eukaryota
XP_010617558,Rpp25,163,ref|XP_010617558.1|,ribonuclease P protein subunit p25-like protein isoform X2 [Fukomys damarensis],885580,Fukomys damarensis,Eukaryota
XP_010838399,Rpp25,163,ref|XP_010838399.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Bison bison bison],43346,Bison bison bison,Eukaryota
XP_010965705,Rpp25,163,ref|XP_010965705.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Camelus bactrianus],9837,Camelus bactrianus,Eukaryota
XP_011746360,Rpp25,163,ref|XP_011746360.1|,ribonuclease P protein subunit p25-like protein [Macaca nemestrina],9545,Macaca nemestrina,Eukaryota
XP_012318665,Rpp25,163,ref|XP_012318665.1|,ribonuclease P protein subunit p25-like protein [Aotus nancymaae],37293,Aotus nancymaae,Eukaryota
XP_012512042,Rpp25,163,ref|XP_012512042.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Propithecus coquereli],379532,Propithecus coquereli,Eukaryota
XP_012625565,Rpp25,163,ref|XP_012625565.1|,ribonuclease P protein subunit p25-like protein [Microcebus murinus],30608,Microcebus murinus,Eukaryota
XP_012882049,Rpp25,163,ref|XP_012882049.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Dipodomys ordii],10020,Dipodomys ordii,Eukaryota
XP_014641462,Rpp25,163,ref|XP_014641462.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Ceratotherium simum simum],73337,Ceratotherium simum simum,Eukaryota
XP_014712905,Rpp25,163,ref|XP_014712905.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Equus asinus],9793,Equus asinus,Eukaryota
XP_015347897,Rpp25,163,ref|XP_015347897.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Marmota marmota marmota],9994,Marmota marmota marmota,Eukaryota
XP_016078303,Rpp25,163,ref|XP_016078303.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Miniopterus natalensis],291302,Miniopterus natalensis,Eukaryota
XP_017398487,Rpp25,163,ref|XP_017398487.1|,ribonuclease P protein subunit p25-like protein [Cebus imitator],2715852,Cebus imitator,Eukaryota
XP_017513360,Rpp25,163,ref|XP_017513360.1|,ribonuclease P protein subunit p25-like protein [Manis javanica],9974,Manis javanica,Eukaryota
XP_019480043,Rpp25,163,ref|XP_019480043.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Hipposideros armiger],186990,Hipposideros armiger,Eukaryota
XP_020032376,Rpp25,163,ref|XP_020032376.1|,ribonuclease P protein subunit p25-like protein [Castor canadensis],51338,Castor canadensis,Eukaryota
XP_020753979,Rpp25,163,ref|XP_020753979.1|,ribonuclease P protein subunit p25-like protein [Odocoileus virginianus texanus],9880,Odocoileus virginianus texanus,Eukaryota
XP_021077670,Rpp25,163,ref|XP_021077670.1|,ribonuclease P protein subunit p25-like protein [Mus pahari],10093,Mus pahari,Eukaryota
XP_021490155,Rpp25,163,ref|XP_021490155.1|,ribonuclease P protein subunit p25-like protein [Meriones unguiculatus],10047,Meriones unguiculatus,Eukaryota
XP_021547069,Rpp25,163,ref|XP_021547069.1|,ribonuclease P protein subunit p25-like protein [Neomonachus schauinslandi],29088,Neomonachus schauinslandi,Eukaryota
XP_022407298,Rpp25,163,ref|XP_022407298.1|,ribonuclease P protein subunit p25-like protein [Delphinapterus leucas],9749,Delphinapterus leucas,Eukaryota
XP_023583094,Rpp25,163,ref|XP_023583094.1|,ribonuclease P protein subunit p25-like protein [Trichechus manatus latirostris],127582,Trichechus manatus latirostris,Eukaryota
XP_023618234,Rpp25,163,ref|XP_023618234.1|,LOW QUALITY PROTEIN: ribonuclease P protein subunit p25-like protein [Myotis lucifugus],59463,Myotis lucifugus,Eukaryota
XP_024415875,Rpp25,163,ref|XP_024415875.1|,ribonuclease P protein subunit p25-like protein [Desmodus rotundus],9430,Desmodus rotundus,Eukaryota
XP_024609518,Rpp25,163,ref|XP_024609518.1|,ribonuclease P protein subunit p25-like protein [Neophocaena asiaeorientalis asiaeorientalis],1706337,Neophocaena asiaeorientalis asiaeorientalis,Eukaryota
XP_026243682,Rpp25,163,ref|XP_026243682.1|,ribonuclease P protein subunit p25-like protein [Urocitellus parryii],9999,Urocitellus parryii,Eukaryota
XP_026944701,Rpp25,163,ref|XP_026944701.1|,ribonuclease P protein subunit p25-like protein [Lagenorhynchus obliquidens],90247,Lagenorhynchus obliquidens,Eukaryota
XP_027786702,Rpp25,163,ref|XP_027786702.1|,ribonuclease P protein subunit p25-like protein [Marmota flaviventris],93162,Marmota flaviventris,Eukaryota
XP_028634848,Rpp25,163,ref|XP_028634848.1|,ribonuclease P protein subunit p25-like protein [Grammomys surdaster],491861,Grammomys surdaster,Eukaryota
XP_029057273,Rpp25,163,ref|XP_029057273.1|,ribonuclease P protein subunit p25-like protein [Monodon monoceros],40151,Monodon monoceros,Eukaryota
XP_029776080,Rpp25,163,ref|XP_029776080.1|,ribonuclease P protein subunit p25-like protein [Suricata suricatta],37032,Suricata suricatta,Eukaryota
XP_032252791,Rpp25,163,ref|XP_032252791.1|,ribonuclease P protein subunit p25-like protein [Phoca vitulina],9720,Phoca vitulina,Eukaryota
XP_032716314,Rpp25,163,ref|XP_032716314.1|,ribonuclease P protein subunit p25-like protein [Lontra canadensis],76717,Lontra canadensis,Eukaryota
XP_032979485,Rpp25,163,ref|XP_032979485.1|,ribonuclease P protein subunit p25-like protein [Rhinolophus ferrumequinum],59479,Rhinolophus ferrumequinum,Eukaryota
XP_034357758,Rpp25,163,ref|XP_034357758.1|,ribonuclease P protein subunit p25-like protein [Arvicanthis niloticus],61156,Arvicanthis niloticus,Eukaryota
XP_036035413,Rpp25,163,ref|XP_036035413.1|,ribonuclease P protein subunit p25-like protein [Onychomys torridus],38674,Onychomys torridus,Eukaryota
XP_036117340,Rpp25,163,ref|XP_036117340.1|,ribonuclease P protein subunit p25-like protein [Molossus molossus],27622,Molossus molossus,Eukaryota
XP_036186412,Rpp25,163,ref|XP_036186412.1|,ribonuclease P protein subunit p25-like protein [Myotis myotis],51298,Myotis myotis,Eukaryota
XP_036289400,Rpp25,163,ref|XP_036289400.1|,ribonuclease P protein subunit p25-like protein [Pipistrellus kuhlii],59472,Pipistrellus kuhlii,Eukaryota
XP_036712243,Rpp25,163,ref|XP_036712243.1|,ribonuclease P protein subunit p25-like protein [Balaenoptera musculus],9771,Balaenoptera musculus,Eukaryota
XP_036753894,Rpp25,163,ref|XP_036753894.1|,ribonuclease P protein subunit p25-like protein [Manis pentadactyla],143292,Manis pentadactyla,Eukaryota
XP_037007510,Rpp25,163,ref|XP_037007510.1|,ribonuclease P protein subunit p25-like protein [Artibeus jamaicensis],9417,Artibeus jamaicensis,Eukaryota
XP_037058422,Rpp25,163,ref|XP_037058422.1|,ribonuclease P protein subunit p25-like protein [Peromyscus leucopus],10041,Peromyscus leucopus,Eukaryota
XP_037348425,Rpp25,163,ref|XP_037348425.1|,ribonuclease P protein subunit p25-like protein [Talpa occidentalis],50954,Talpa occidentalis,Eukaryota
XP_037653437,Rpp25,163,ref|XP_037653437.1|,ribonuclease P protein subunit p25-like protein [Choloepus didactylus],27675,Choloepus didactylus,Eukaryota
XP_039102961,Rpp25,163,ref|XP_039102961.1|,ribonuclease P protein subunit p25-like protein [Hyaena hyaena],95912,Hyaena hyaena,Eukaryota
XP_039104873,Rpp25,163,ref|XP_039104873.1|,ribonuclease P protein subunit p25-like protein [Hyaena hyaena],95912,Hyaena hyaena,Eukaryota
XP_040092052,Rpp25,163,ref|XP_040092052.1|,ribonuclease P protein subunit p25-like protein [Oryx dammah],59534,Oryx dammah,Eukaryota
XP_041523722,Rpp25,163,ref|XP_041523722.1|,ribonuclease P protein subunit p25-like protein [Microtus oregoni],111838,Microtus oregoni,Eukaryota
XP_003505028,Rpp25,161,ref|XP_003505028.1|,ribonuclease P protein subunit p25-like protein isoform X1 [Cricetulus griseus],10029,Cricetulus griseus,Eukaryota
XP_005078893,Rpp25,161,ref|XP_005078893.1|,ribonuclease P protein subunit p25-like protein [Mesocricetus auratus],10036,Mesocricetus auratus,Eukaryota
XP_027259113,Rpp25,161,ref|XP_027259113.1|,ribonuclease P protein subunit p25-like protein isoform X1 [Cricetulus griseus],10029,Cricetulus griseus,Eukaryota
XP_008996837,Rpp25,158,ref|XP_008996837.1|,ribonuclease P protein subunit p25-like protein [Callithrix jacchus],9483,Callithrix jacchus,Eukaryota
OBZ87325,Rpp25,145,gb|OBZ87325.1|,Ribonuclease P protein subunit p25-like protein [Choanephora cucurbitarum],101091,Choanephora cucurbitarum,Eukaryota
CAD8088872,Rpp25,261,emb|CAD8088872.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
CAD8074638,Rpp25,271,emb|CAD8074638.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
CAD8088870,Rpp25,142,emb|CAD8088870.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
CAD8092601,Rpp25,290,emb|CAD8092601.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
CAD8070094,Rpp25,292,emb|CAD8070094.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
CAD8050616,Rpp25,302,emb|CAD8050616.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
CAD8049405,Rpp25,292,emb|CAD8049405.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
CAD8079905,Rpp25,687,emb|CAD8079905.1|,unnamed protein product [Paramecium sonneborni],65129,Paramecium sonneborni,Eukaryota
XP_042238222,Rpp25,240,ref|XP_042238222.1|,ribonuclease P protein subunit p25-like protein [Homarus americanus],6706,Homarus americanus,Eukaryota
CAG5012797,Rpp25,176,emb|CAG5012797.1|,unnamed protein product [Parnassius apollo],110799,Parnassius apollo,Eukaryota
XP_041977268,Rpp25,175,ref|XP_041977268.1|,ribonuclease P protein subunit p25-like protein [Aricia agestis],91739,Aricia agestis,Eukaryota
KAG7178696,Rpp25,280,gb|KAG7178696.1|,hypothetical protein NADE_006373 [Chlorella desiccata (nom. nud.)],1650286,Chlorella desiccata (nom. nud.),Eukaryota
KAG7218231,Rpp25,221,gb|KAG7218231.1|,hypothetical protein INR49_020540 [Caranx melampygus],181461,Caranx melampygus,Eukaryota
KAG7263172,Rpp25,301,gb|KAG7263172.1|,hypothetical protein CRUP_002202 [Coryphaenoides rupestris],163118,Coryphaenoides rupestris,Eukaryota
KAG7232910,Rpp25,220,gb|KAG7232910.1|,hypothetical protein INR49_007978 [Caranx melampygus],181461,Caranx melampygus,Eukaryota
KAG7268910,Rpp25,299,gb|KAG7268910.1|,hypothetical protein CRUP_021805 [Coryphaenoides rupestris],163118,Coryphaenoides rupestris,Eukaryota
KAG7274216,Rpp25,207,gb|KAG7274216.1|,hypothetical protein CRUP_007653 [Coryphaenoides rupestris],163118,Coryphaenoides rupestris,Eukaryota
KAG7274218,Rpp25,82,gb|KAG7274218.1|,"hypothetical protein CRUP_007655, partial [Coryphaenoides rupestris]",163118,Coryphaenoides rupestris,Eukaryota
XP_042053529,Rpp25,286,ref|XP_042053529.1|,RNA-binding protein FUS-like [Salvia splendens],180675,Salvia splendens,Eukaryota
XP_042062233,Rpp25,314,ref|XP_042062233.1|,RNA-binding protein FUS-like [Salvia splendens],180675,Salvia splendens,Eukaryota
XP_042061914,Rpp25,317,ref|XP_042061914.1|,protein FAM98A-like [Salvia splendens],180675,Salvia splendens,Eukaryota
XP_042026655,Rpp25,288,ref|XP_042026655.1|,heterogeneous nuclear ribonucleoprotein A3 homolog 1-like [Salvia splendens],180675,Salvia splendens,Eukaryota
XP_042029231,Rpp25,291,ref|XP_042029231.1|,glycine-rich cell wall structural protein 1.0-like [Salvia splendens],180675,Salvia splendens,Eukaryota
KAG7318054,Rpp25,238,gb|KAG7318054.1|,hypothetical protein KOW79_019089 [Hemibagrus wyckioides],337641,Hemibagrus wyckioides,Eukaryota
KAG7196503,Rpp25,214,gb|KAG7196503.1|,hypothetical protein KM043_018512 [Ampulex compressa],860918,Ampulex compressa,Eukaryota
XP_042010585,Rpp25,241,ref|XP_042010585.1|,ribonuclease P protein subunit p25-like protein isoform X2 [Salvia splendens],180675,Salvia splendens,Eukaryota
XP_042063132,Rpp25,252,ref|XP_042063132.1|,ribonuclease P protein subunit p25-like protein [Salvia splendens],180675,Salvia splendens,Eukaryota
XP_042010580,Rpp25,252,ref|XP_042010580.1|,ribonuclease P protein subunit p25-like protein isoform X1 [Salvia splendens],180675,Salvia splendens,Eukaryota
KAG7332973,Rpp25,216,gb|KAG7332973.1|,hypothetical protein KOW79_003108 [Hemibagrus wyckioides],337641,Hemibagrus wyckioides,Eukaryota
XP_026770033,Rpp25,229,ref|XP_026770033.1|,ribonuclease P protein subunit p25-like protein [Pangasianodon hypophthalmus],310915,Pangasianodon hypophthalmus,Eukaryota
KAF7699335,Rpp25,229,gb|KAF7699335.1|,hypothetical protein HF521_004077 [Silurus meridionalis],175797,Silurus meridionalis,Eukaryota
XP_017321013,Rpp25,229,ref|XP_017321013.1|,PREDICTED: ribonuclease P protein subunit p25-like protein [Ictalurus punctatus],7998,Ictalurus punctatus,Eukaryota
KAG7231095,Rpp25,800,gb|KAG7231095.1|,"hypothetical protein INR49_027135, partial [Caranx melampygus]",181461,Caranx melampygus,Eukaryota
CAE7719929,Rpp25,1149,emb|CAE7719929.1|,"RPP25L, partial [Symbiodinium necroappetens]",1628268,Symbiodinium necroappetens,Eukaryota
KAG7324042,Rpp25,355,gb|KAG7324042.1|,hypothetical protein KOW79_012058 [Hemibagrus wyckioides],337641,Hemibagrus wyckioides,Eukaryota
KAG7393965,Rpp25,349,gb|KAG7393965.1|,Ribonuclease P protein subunit p25 [Phytophthora pseudosyringae],221518,Phytophthora pseudosyringae,Eukaryota
KAG7348537,Rpp25,155,gb|KAG7348537.1|,DNA/RNA-binding protein Alba-like protein [Nitzschia inconspicua],303405,Nitzschia inconspicua,Eukaryota
KAG7369242,Rpp25,155,gb|KAG7369242.1|,DNA/RNA-binding protein Alba-like protein [Nitzschia inconspicua],303405,Nitzschia inconspicua,Eukaryota
XP_043871817,Rpp25,195,NA,NA,NA,NA,NA
KAG7399321,Rpp25,358,gb|KAG7399321.1|,Ribonuclease P protein subunit p25 [Phytophthora boehmeriae],109152,Phytophthora boehmeriae,Eukaryota
XP_042149744,Rpp25,175,ref|XP_042149744.1|,ribonuclease P protein subunit p25-like protein [Ixodes scapularis],6945,Ixodes scapularis,Eukaryota
XP_040062074,Rpp25,175,ref|XP_040062074.1|,ribonuclease P protein subunit p25-like protein [Ixodes scapularis],6945,Ixodes scapularis,Eukaryota
KAG7474041,Rpp25,1131,gb|KAG7474041.1|,gamma-aminobutyric acid type B receptor subunit 2-like [Solea senegalensis],28829,Solea senegalensis,Eukaryota
CAE7739481,Rpp25,845,emb|CAE7739481.1|,RPP25L [Symbiodinium sp. CCMP2592],631055,Symbiodinium sp. CCMP2592,Eukaryota
